code,CO2AR4_IPCMLULUCF_TOTAL_NET_HISTORY_EDGAR42COMPI
entity,CO2
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
descr,Result of CO2_CAT5F+CAT5D_TOTAL_NET_HISTORY_EDGAR42FT2010P+CO2_CAT5A_TOTAL_NET_HISTORY_EDGAR42FT2010P - regarding information just missing in one of the tables as zero; interpolation of NaN values by 'perform_interpolation_on_table'; downscaled using POP_DEMOGR_TOTAL_NET_HISTORY_UN2017P
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAPRenamed as composite source from CO2_CAT5_TOTAL_NET_HISTORY_EDGAR42FT2010P! | Pad values of country AFG... || Pad values of country AGO... || Pad values of country ALB... || Pad values of country ARE... || Pad values of country ARG... || Pad values of country ARM... || Pad values of country AUS... || Pad values of country AUT... || Pad values of country AZE... || Pad values of country BDI... || Pad values of country BEL... || Pad values of country BEN... || Pad values of country BFA... || Pad values of country BGD... || Pad values of country BGR... || Pad values of country BHS... || Pad values of country BIH... || Pad values of country BLR... || Pad values of country BLZ... || Pad values of country BMU... || Pad values of country BOL... || Pad values of country BRA... || Pad values of country BRN... || Pad values of country BTN... || Pad values of country BWA... || Pad values of country CAF... || Pad values of country CAN... || Pad values of country CHE... || Pad values of country CHL... || Pad values of country CHN... || Pad values of country CIV... || Pad values of country CMR... || Pad values of country COD... || Pad values of country COG... || Pad values of country COK... || Pad values of country COL... || Pad values of country CRI... || Pad values of country CUB... || Pad values of country CYM... || Pad values of country CZE... || Pad values of country DEU... || Pad values of country DJI... || Pad values of country DMA... || Pad values of country DNK... || Pad values of country DOM... || Pad values of country DZA... || Pad values of country ECU... || Pad values of country EGY... || Pad values of country ESP... || Pad values of country EST... || Pad values of country ETH... || Pad values of country FIN... || Pad values of country FJI... || Pad values of country FLK... || Pad values of country FRA... || Pad values of country FRO... || Pad values of country FSM... || Pad values of country GAB... || Pad values of country GBR... || Pad values of country GEO... || Pad values of country GHA... || Pad values of country GIN... || Pad values of country GLP... || Pad values of country GMB... || Pad values of country GNB... || Pad values of country GNQ... || Pad values of country GRC... || Pad values of country GTM... || Pad values of country GUF... || Pad values of country GUM... || Pad values of country GUY... || Pad values of country HND... || Pad values of country HRV... || Pad values of country HTI... || Pad values of country HUN... || Pad values of country IDN... || Pad values of country IND... || Pad values of country IRL... || Pad values of country IRN... || Pad values of country IRQ... || Pad values of country ISL... || Pad values of country ISR... || Pad values of country ITA... || Pad values of country JAM... || Pad values of country JPN... || Pad values of country KAZ... || Pad values of country KEN... || Pad values of country KGZ... || Pad values of country KHM... || Pad values of country KIR... || Pad values of country KOR... || Pad values of country LAO... || Pad values of country LBN... || Pad values of country LBR... || Pad values of country LBY... || Pad values of country LKA... || Pad values of country LSO... || Pad values of country LTU... || Pad values of country LUX... || Pad values of country LVA... || Pad values of country MAR... || Pad values of country MDA... || Pad values of country MDG... || Pad values of country MDV... || Pad values of country MEX... || Pad values of country MKD... || Pad values of country MLI... || Pad values of country MMR... || Pad values of country MNG... || Pad values of country MOZ... || Pad values of country MRT... || Pad values of country MTQ... || Pad values of country MUS... || Pad values of country MWI... || Pad values of country MYS... || Pad values of country NAM... || Pad values of country NER... || Pad values of country NGA... || Pad values of country NIC... || Pad values of country NLD... || Pad values of country NPL... || Pad values of country NZL... || Pad values of country OMN... || Pad values of country PAK... || Pad values of country PAN... || Pad values of country PER... || Pad values of country PHL... || Pad values of country PNG... || Pad values of country POL... || Pad values of country PRI... || Pad values of country PRK... || Pad values of country PRT... || Pad values of country PRY... || Pad values of country PYF... || Pad values of country REU... || Pad values of country ROU... || Pad values of country RUS... || Pad values of country RWA... || Pad values of country SDN... || Pad values of country SEN... || Pad values of country SGP... || Pad values of country SLB... || Pad values of country SLE... || Pad values of country SLV... || Pad values of country SOM... || Pad values of country STP... || Pad values of country SUR... || Pad values of country SVK... || Pad values of country SVN... || Pad values of country SWE... || Pad values of country SWZ... || Pad values of country SYR... || Pad values of country TCD... || Pad values of country TGO... || Pad values of country THA... || Pad values of country TKM... || Pad values of country TON... || Pad values of country TTO... || Pad values of country TUN... || Pad values of country TUR... || Pad values of country TZA... || Pad values of country UGA... || Pad values of country UKR... || Pad values of country URY... || Pad values of country USA... || Pad values of country UZB... || Pad values of country VEN... || Pad values of country VNM... || Pad values of country WSM... || Pad values of country YEM... || Pad values of country ZAF... || Pad values of country ZMB... || Pad values of country ZWE... || Pad values of country SRBMNE... ||
source,EDGAR42COMPI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,csg
family,emi
subsource,v4.2_FT2010_CO2_excl_short-cycle_org_C_2000.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2001.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2002.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2003.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2004.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2005.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2006.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2007.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2008.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2009.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2010.csv
unit,MtCO2eq
gwp,AR4
iso3,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
MDG,20.6163,12.1303,13.0529,14.0326,12.4564,14.6857,13.2463,15.2722,16.2428,21.2105,18.151,16.2871,18.3534,18.6208,15.2595,15.5727,14.627,19.2753,14.5871,16.0386,21.4108,18.412,27.4948,17.2363,19.4961,19.6477,17.2308,16.5425,32.6498,30.6241,23.9995,27.0497,17.5532,24.7502,21.5173,30.8825,15.0066,13.9482,12.8441,12.9355,13.0072
MDV,0,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026,0.0028,0.003,0.0032,0.0034,0.0036,0.0038,0.004,0.0039778,0.0039556,0.0039333,0.0039111,0.0038889,0.0038667,0.0038444,0.0038222,0.0038,0.0037778,0.0037556,0.0037333,0.0037111,0.0036889,0.0036667,0.0036444,0.0036222,0.0036,0.0035778,0.0035556
MEX,10.1112,13.6688,14.1364,14.6006,18.3801,19.063,16.6928,20.6236,21.5654,32.4432,27.4168,21.8488,39.132,27.7001,31.8497,32.694,36.8368,40.9762,42.0222,36.4476,36.8378,46.9923,38.146,44.9886,42.329,42.1138,45.641,36.5793,105.6122,44.8486,40.0484,42.8444,52.7419,54.6562,38.8738,49.3247,34.181,29.4018,33.9571,31.7003,31.3472
MKD,0,0.003125,0.00625,0.009375,0.0125,0.015625,0.01875,0.021875,0.025,0.028125,0.03125,0.034375,0.0375,0.040625,0.04375,0.046875,0.05,0.053125,0.05625,0.059375,0.0625,0.061806,0.061111,0.060417,0.059722,0.059028,0.058333,0.057639,0.056945,0.05625,0.055556,0.054861,0.054167,0.053472,0.052778,0.052083,0.051389,0.050694,0.05,0.049306,0.048611
MLI,11.7383,11.4737,11.3481,12.2111,9.8068,10.3929,10.6135,12.2926,10.5887,11.4618,13.9938,11.836,13.5587,12.6844,12.616,11.5555,11.6641,12.1382,11.3287,12.2366,15.1978,12.3217,14.1936,13.2521,13.1972,14.568,14.2025,14.4693,14.1287,13.4672,11.8158,13.526,11.3129,11.6877,11.4702,14.1591,15.1328,23.6935,26.6896,21.3281,21.2524
MMR,543.252,342.042,437.68,643.776,345.917,338.002,324.569,518.239,635.864,546.441,657.219,567.799,561.327,1093.165,617.156,513.98,610.826,831.944,645.758,431.946,742.806,659.969,984.444,798.054,694.501,798.054,590.947,584.043,579.648,736.05,455.249,700.555,426.7336,416.121,541.67,387.7477,315.713,294.5742,227.1566,230.3544,243.2138
MNE,0,0.0019,0.0038,0.0057,0.0076,0.0095,0.0114,0.0133,0.0152,0.0171,0.019,0.0209,0.0228,0.0247,0.0266,0.0285,0.0304,0.0323,0.0342,0.0361,0.038,0.038317,0.038633,0.03895,0.039267,0.039583,0.0399,0.040217,0.040533,0.04085,0.041167,0.041483,0.0418,0.042117,0.042433,0.04275,0.043067,0.043383,0.0437,0.044017,0.044333
MNG,0.14643,1.5638,3.1276,4.7402,6.1088,7.6238,9.1388,10.7514,12.3152,13.7814,15.3452,16.8114,18.3264,20.0855,21.3564,22.8226,24.3864,25.9991,27.4164,28.8338,30.4952,31.2798,32.2597,32.9951,33.7797,34.6619,35.3977,36.2308,36.9666,37.8,38.6334,39.4668,40.2999,41.1333,41.9667,42.8001,43.6332,44.4666,45.3,46.1334,46.9668
MOZ,15.8457,9.5906,10.3269,11.1036,9.98,11.6833,10.6306,12.1819,12.9415,16.6723,14.4132,13.0537,14.6286,14.8759,12.4114,12.6759,12.0519,15.5742,12.1663,13.3204,17.3818,15.1523,21.8909,14.2705,15.9395,16.0487,14.2473,13.7296,24.5243,32.4201,41.473,26.9089,26.5299,27.6405,24.9324,34.824,15.8512,15.5032,14.5202,14.4989,14.5421
MRT,0,0.006,0.012,0.018,0.024,0.03,0.036,0.042,0.048,0.054,0.06,0.066,0.072,0.078,0.084,0.09,0.096,0.102,0.108,0.114,0.12,0.12022,0.12044,0.12067,0.12089,0.12111,0.12133,0.12156,0.12178,0.122,0.12222,0.12244,0.12267,0.12289,0.12311,0.12333,0.12356,0.12378,0.124,0.12422,0.12444
MUS,0,4e-06,8e-06,1.2e-05,1.6e-05,2e-05,2.4e-05,2.8e-05,3.2e-05,3.6e-05,4e-05,4.4e-05,4.8e-05,5.2e-05,5.6e-05,6e-05,6.4e-05,6.8e-05,7.2e-05,7.6e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05
MWI,0,0.06,0.12,0.18,0.24,0.3,0.36,0.42,0.48,0.54,0.6,0.66,0.72,0.78,0.84,0.9,0.96,1.02,1.08,1.14,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
MYS,74.9745,50.4281,62.2782,87.3144,51.3937,50.8952,49.094,73.3827,87.9653,78.1055,92.6897,81.5974,82.4041,145.2634,88.004,75.703,88.0221,114.5039,92.0877,67.4912,105.198,96.862,138.8006,117.6841,106.7922,121.4614,97.7873,98.8218,182.7412,95.0565,88.3272,81.1045,105.2772,89.8167,105.6278,111.1202,82.0213,81.1174,84.4816,116.2132,78.1538
NAM,0,0.002,0.004,0.006,0.008,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.024,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022222,0.0044444,0.0066667,0.0088889,0.011111,0.013333,0.015556,0.017778,0.02,0.022222,0.024444,0.026667,0.028889,0.031111,0.033333,0.035556,0.037778,0.04,0.042222,0.044444
NGA,6.4893,6.378,6.3485,6.8592,5.5689,5.9274,6.0856,7.0518,6.1452,6.666,8.1009,6.9459,7.9357,7.4878,7.4884,6.9354,7.0355,7.3324,6.9225,7.4578,9.1334,7.565,8.6177,8.1175,8.1062,8.8871,8.7034,8.8724,8.0443,6.6499,8.6381,9.9146,13.3977,8.2172,9.2041,7.6061,17.6779,30.5269,24.8721,21.2904,23.7599
NIC,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
NLD,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.875,8.7014,8.5278,8.3542,8.1806,8.0069,7.8333,7.6597,7.4861,7.3125,7.1389,6.9653,6.7917,6.6181,6.4444,6.2708,6.0972,5.9236,5.75,5.5764,5.4028
NOR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0667,1.0583,1.05,1.0417,1.0333,1.025,1.0167,1.0083,1,0.99167,0.98333
NPL,0.1586,0.15935,0.1601,0.16085,0.1616,0.16235,0.1631,0.16721,0.16796,0.16871,0.16946,0.17021,0.17096,0.17171,0.21309,0.17657,0.17732,0.17807,0.17882,0.17957,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.099075,0.41249,0.1058,0.1935,0.122,0.14152,0.16024,0.17671,0.15307,0.12206,0.099825,0.10595,0.2184
NZL,0,0.2334,0.4668,0.7002,0.9336,1.167,1.4004,1.6338,1.8672,2.1006,2.334,2.5674,2.8008,3.0342,3.2676,3.501,3.7344,3.9678,4.2012,4.4346,4.668,4.6347,4.6013,4.568,4.5347,4.5013,4.468,4.4347,4.4013,4.368,4.3347,4.5292,4.5489,4.6368,4.692,4.4006,4.6678,4.184,4.4318,4.126,4.0504
OMN,0,0.699,1.398,2.097,2.796,3.495,4.194,4.893,5.592,6.291,6.99,7.689,8.388,9.087,9.786,10.485,11.184,11.883,12.582,13.281,13.98,14.3811,14.7822,15.1833,15.5844,15.9856,16.3867,16.7878,17.1889,17.59,17.9911,18.3922,18.7933,19.1944,19.5956,19.9967,20.3978,20.7989,21.2,21.6011,22.0022
PAK,0.03608,0.038225,0.04037,0.042515,0.04466,0.046805,0.04895,0.054458,0.056603,0.058748,0.060893,0.063038,0.065183,0.067328,0.079106,0.071618,0.073763,0.075908,0.078053,0.080198,0.082343,0.082343,0.082343,0.082343,0.082343,0.082343,0.082343,0.082343,0.063078,0.063078,0.059715,0.059715,0.056352,0.056352,0.052989,0.052989,0.052989,0.049626,0.049626,0.049626,0.049626
PAN,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
PER,17.8929,12.6326,15.2961,12.8096,13.7093,15.4661,17.8692,13.8476,16.6859,17.6134,18.753,17.0607,17.9882,18.3503,14.5418,15.3375,16.2664,19.815,16.6864,16.8645,19.3483,18.2946,19.3752,21.2174,15.0833,16.5713,17.1358,17.2929,21.5604,13.084,20.5504,11.5747,10.5106,11.0495,9.0564,11.1427,7.4381,6.9515,6.3114,6.2842,6.6298
PHL,3.0361,1.9316,2.4776,3.6411,1.9964,1.9653,1.904,2.9967,3.6672,3.1834,3.8169,3.3298,3.3088,6.2877,3.6502,3.0891,3.6418,4.8893,3.8655,2.6904,4.4377,3.9749,5.7835,4.7437,4.1665,4.7437,3.5895,3.5525,2.3613,2.0519,1.9376,1.8602,1.7426,1.5509,1.4365,1.3962,1.2448,1.1843,0.98587,0.98587,0.98587
PNG,4.296,3.3881,13.0241,6.3104,4.4078,4.4877,7.8605,15.6924,8.122,12.6408,13.1948,11.3393,55.2856,24.6838,15.0571,15.2849,24.0945,38.8494,16.7259,17.9617,22.5981,46.3085,44.7482,29.6686,46.9377,28.8846,28.5994,115.4521,37.8622,31.5737,36.0346,35.9756,37.2768,33.0593,37.3839,34.1437,33.9445,32.7526,31.8832,33.4952,33.7161
POL,0,1.242,2.484,3.726,4.968,6.21,7.452,8.694,9.936,11.178,12.42,13.662,14.904,16.146,17.388,18.63,19.872,21.114,22.356,23.598,24.84,24.7634,24.6866,24.61,24.5334,24.4566,24.38,24.3034,24.2266,24.15,24.0734,23.9966,23.92,23.8434,23.7666,23.69,23.6134,23.5366,23.46,23.3834,23.3066
PRK,0,0.12625,0.2525,0.37875,0.505,0.63125,0.7575,0.88375,1.01,1.1362,1.2625,1.3887,1.515,1.6413,1.7675,1.8938,2.02,2.1463,2.2725,2.3988,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525,2.525
PRT,0,0.00272,0.00544,0.00816,0.01088,0.0136,0.01632,0.01904,0.02176,0.02448,0.0272,0.02992,0.03264,0.03536,0.03808,0.0408,0.04352,0.04624,0.04896,0.05168,0.0544,0.054211,0.054022,0.053833,0.053645,0.053456,0.053267,0.053078,0.052889,0.0527,0.052511,0.052322,0.052133,0.051944,0.051755,0.051567,0.051378,0.051189,0.051,0.050811,0.050622
PRY,35.2433,24.3303,29.7979,24.6369,26.4763,30.0581,34.9594,26.5833,32.371,34.2171,36.4484,32.8751,34.7214,35.3981,27.4949,29.1427,31.0789,38.2997,31.7864,32.0796,37.1284,34.9312,37.1755,40.9086,28.2495,31.3732,32.5872,32.9195,22.7294,39.9877,26.2001,31.1148,25.074,23.311,22.2293,20.3867,14.627,12.7026,11.8872,11.6555,11.6349
ROU,0,0.05145,0.1029,0.15435,0.2058,0.25725,0.3087,0.36015,0.4116,0.46305,0.5145,0.56595,0.6174,0.66885,0.7203,0.77175,0.8232,0.87465,0.9261,0.97755,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029
RUS,312.2259,306.2004,348.3777,312.2259,300.1752,300.1752,312.2259,306.2004,300.1752,300.1752,300.1752,306.2004,306.2004,300.1752,306.2004,312.2259,324.276,324.276,324.276,324.276,342.3519,312.6922,306.9202,306.956,294.7262,276.2554,347.948,280.843,751.086,419.492,373.67,409.169,590.683,389.484,218.8335,229.5905,179.3373,170.4466,161.1466,150.1939,139.2763
RWA,0,0.0208,0.0416,0.0624,0.0832,0.104,0.1248,0.1456,0.1664,0.1872,0.208,0.2288,0.2496,0.2704,0.2912,0.312,0.3328,0.3536,0.3744,0.3952,0.416,0.43844,0.46089,0.48333,0.50578,0.52822,0.55067,0.57311,0.59556,0.618,0.64044,0.66289,0.68533,0.70778,0.73022,0.75267,0.77511,0.79756,0.82,0.84244,0.86489
SDN,0,0.14797,0.29662,0.44594,0.59596,0.74671,0.8983,1.0508,1.2039,1.3571,1.5102,1.6629,1.8154,1.9682,2.1223,2.2784,2.4364,2.5963,2.7601,2.9306,3.1097,3.142,3.1796,3.2163,3.2451,3.2613,3.2638,3.2552,3.24,3.2238,3.2106,3.2011,3.194,3.1876,3.1797,3.1688,3.1548,3.1388,3.1224,3.1071,3.0941
SEN,0,0.00122,0.00244,0.00366,0.00488,0.0061,0.00732,0.00854,0.00976,0.01098,0.0122,0.01342,0.01464,0.01586,0.01708,0.0183,0.01952,0.02074,0.02196,0.02318,0.0244,0.024788,0.025174,0.02556,0.025944,0.026327,0.026709,0.02709,0.027469,0.027848,0.028225,0.028601,0.028976,0.029349,0.029722,0.030093,0.030463,0.030832,0.0312,0.031612,0.032023
SGP,0,0.00705,0.0141,0.02115,0.0282,0.03525,0.0423,0.04935,0.0564,0.06345,0.0705,0.07755,0.0846,0.09165,0.0987,0.10575,0.1128,0.11985,0.1269,0.13395,0.141,0.14072,0.14044,0.14017,0.13989,0.13961,0.13933,0.13906,0.13878,0.1385,0.13822,0.13794,0.13767,0.13739,0.13711,0.13683,0.13656,0.13628,0.136,0.13572,0.13544
SLB,0,0.0006,0.0012,0.0018,0.0024,0.003,0.0036,0.0042,0.0048,0.0054,0.006,0.0066,0.0072,0.0078,0.0084,0.009,0.0096,0.0102,0.0108,0.0114,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
SLE,3.5597,3.482,3.4479,3.7124,2.9876,3.1681,3.2379,3.7506,3.237,3.5048,4.2757,3.6248,4.1508,3.8887,3.8716,3.5525,3.5888,3.7359,3.4939,3.7717,4.6735,3.8039,4.373,4.0901,4.0757,4.4938,4.3853,4.4682,4.1704,2.8503,2.4781,2.4074,3.2464,2.4677,2.6525,1.9437,3.1025,4.8838,4.6773,8.1992,3.9443
SLV,0,0.004,0.008,0.012,0.016,0.02,0.024,0.028,0.032,0.036,0.04,0.044,0.048,0.052,0.056,0.06,0.064,0.068,0.072,0.076,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
SMR,7.9502e-05,4.2216e-05,4.4188e-05,8.0712e-05,8.7314e-05,8.8417e-05,6.8591e-05,0.00011859,0.00013025,0.00011418,0.00013346,0.0001916,0.00012695,0.00019838,0.00014837,0.00018702,0.00017404,0.00019445,0.00021336,0.00027381,0.00026834,0.00025203,0.00023113,0.00023978,0.00030318,0.00023731,0.00021424,0.00023059,0.00024883,0.00016577,0.00018402,0.00019346,0.00018767,0.00020618,0.0001984,0.00021374,0.00019994,0.00019165,0.00018643,0.00018337,0.00018232
SOM,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SRB,0,0.0231,0.0462,0.0693,0.0924,0.1155,0.1386,0.1617,0.1848,0.2079,0.231,0.2541,0.2772,0.3003,0.3234,0.3465,0.3696,0.3927,0.4158,0.4389,0.462,0.46585,0.4697,0.47355,0.4774,0.48125,0.4851,0.48895,0.4928,0.49665,0.5005,0.50435,0.5082,0.51205,0.5159,0.51975,0.5236,0.52745,0.5313,0.53515,0.539
SSD,0,0.052026,0.10338,0.15406,0.20404,0.25329,0.3017,0.34924,0.39615,0.44288,0.4898,0.53712,0.58463,0.63179,0.67773,0.72157,0.76362,0.80374,0.83992,0.86938,0.89033,0.85798,0.82045,0.78366,0.75494,0.73871,0.73622,0.7448,0.76003,0.77616,0.78945,0.79892,0.806,0.81236,0.82031,0.83124,0.84523,0.86115,0.87763,0.89293,0.90587
STP,0,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026,0.0028,0.003,0.0032,0.0034,0.0036,0.0038,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
SUR,6.3655,4.5061,5.4658,4.5961,4.927,5.5657,6.432,5.0144,6.0379,6.3826,6.7979,6.2097,6.5543,6.6949,5.3539,5.6478,5.9916,7.2663,6.1695,6.2433,7.1399,6.7656,7.15,7.8061,5.6222,6.1501,6.3538,6.4105,5.6684,4.144,4.3901,4.1854,6.2061,4.3774,7.1168,3.8299,2.8146,2.8061,2.4985,2.4985,2.4985
SVK,0,0.01419,0.02838,0.04257,0.05676,0.07095,0.08514,0.09933,0.11352,0.12771,0.1419,0.15609,0.17028,0.18447,0.19866,0.21285,0.22704,0.24123,0.25542,0.26961,0.2838,0.28148,0.27916,0.27683,0.27451,0.27219,0.26987,0.26754,0.26522,0.2629,0.26058,0.25826,0.25593,0.25361,0.25129,0.24897,0.24664,0.24432,0.242,0.23968,0.23736
SVN,0,0.00875,0.0175,0.02625,0.035,0.04375,0.0525,0.06125,0.07,0.07875,0.0875,0.09625,0.105,0.11375,0.1225,0.13125,0.14,0.14875,0.1575,0.16625,0.175,0.17458,0.17417,0.17375,0.17333,0.17292,0.1725,0.17208,0.17167,0.17125,0.17083,0.17042,0.17,0.16958,0.16917,0.16875,0.16833,0.16792,0.1675,0.16708,0.16667
SWE,0.23316,0.10528,0.092976,0.18255,0.18397,0.16806,0.090017,0.21353,0.22363,0.15498,1.494,2.9386,4.0479,5.5256,6.6775,8.065,9.3159,10.6535,11.9861,13.4219,14.6894,14.6403,14.581,14.5933,14.7342,14.5716,14.5116,14.5427,14.388,14.388,14.4164,14.388,14.388,14.388,14.388,14.388,14.388,14.388,14.388,14.388,14.388
SWZ,0,0.006,0.012,0.018,0.024,0.03,0.036,0.042,0.048,0.054,0.06,0.066,0.072,0.078,0.084,0.09,0.096,0.102,0.108,0.114,0.12,0.12111,0.12222,0.12333,0.12444,0.12556,0.12667,0.12778,0.12889,0.13,0.13111,0.13222,0.13333,0.13444,0.13556,0.13667,0.13778,0.13889,0.14,0.14111,0.14222
SYR,0,0.00045,0.0009,0.00135,0.0018,0.00225,0.0027,0.00315,0.0036,0.00405,0.0045,0.00495,0.0054,0.00585,0.0063,0.00675,0.0072,0.00765,0.0081,0.00855,0.009,0.00895,0.0089,0.00885,0.0088,0.00875,0.0087,0.00865,0.0086,0.00855,0.0085,0.00845,0.0084,0.00835,0.0083,0.00825,0.0082,0.00815,0.0081,0.00805,0.008
TCD,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
TGO,5.7313,5.5982,5.5361,5.9532,4.7771,5.0595,5.1629,5.9815,5.1464,5.5703,6.804,5.746,6.585,6.1548,6.1194,5.5983,5.6475,5.8791,5.4795,5.9204,7.3633,5.9611,6.8778,6.4209,6.3959,7.0663,6.8897,7.0234,5.1662,5.3982,6.0571,6.2336,7.9931,4.3757,5.3833,7.3961,5.5395,14.576,16.9111,13.8151,12.2936
THA,7.5429,4.8528,6.2888,9.2628,5.2299,5.2256,5.1472,7.9497,9.6951,8.5598,10.2077,9.0724,9.0916,16.5984,10.0851,8.758,10.2109,13.3933,10.9118,8.0469,12.478,11.3213,15.8317,13.2381,11.7955,13.2336,10.3506,10.2508,13.9866,8.6669,7.6835,8.4616,9.0359,7.9245,16.9405,11.9927,9.5605,14.8129,12.5735,14.4745,36.6936
TKM,0.0056785,0.018786,0.047036,0.050679,0.061893,0.076893,0.095679,0.10879,0.12189,0.13689,0.15189,0.16879,0.18379,0.19689,0.21379,0.23068,0.24946,0.26446,0.27946,0.29446,0.31514,0.3059,0.30424,0.30446,0.3009,0.29545,0.31839,0.2978,0.28667,0.285,0.28333,0.28167,0.28,0.27833,0.27667,0.275,0.27333,0.27167,0.27,0.26833,0.26667
TON,0,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026,0.0028,0.003,0.0032,0.0034,0.0036,0.0038,0.004,0.0039778,0.0039556,0.0039333,0.0039111,0.0038889,0.0038667,0.0038444,0.0038222,0.0038,0.0037778,0.0037556,0.0037333,0.0037111,0.0036889,0.0036667,0.0036444,0.0036222,0.0036,0.0035778,0.0035556
